,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni-L,Zn,Ti,B,Be,Bi,Ca,Cd,Ga,Hg,In,Na,P,Pb,Sn,Sr,V,Zr,Ecorr[mV]
4059,96.71,2.891,0.085,0.098,0.11,0.056,0.0,0.003,0.004,0.012,0.0005,0.0,0.001,0.0,0.0,0.011,0.0008,0.0,0.0,0.0022,0.0,0.003,0.0001,0.01,0.001,-715.042088148354
4060,96.8,2.797,0.086,0.097,0.108,0.058,0.0,0.004,0.007,0.013,0.0005,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0001,0.011,0.0,-714.955368942957
4061,96.88,2.724,0.086,0.098,0.11,0.056,0.0,0.004,0.006,0.014,0.0004,0.0,0.001,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.0,0.0001,0.011,0.0,-714.881509240552
4062,96.93,2.669,0.083,0.096,0.114,0.055,0.0,0.004,0.008,0.014,0.0002,0.0,0.0,0.0,0.0,0.012,0.0006,0.0,0.0,0.0022,0.0,0.0,0.0002,0.011,0.003,-714.795835895139
4063,97.0,2.604,0.081,0.097,0.113,0.055,0.0,0.004,0.009,0.012,0.0002,0.0,0.0,0.0,0.0,0.014,0.0009,0.0,0.0,0.0022,0.0,0.001,0.0001,0.009,0.0,-714.710868605131
4064,97.05,2.544,0.081,0.097,0.115,0.057,0.0,0.004,0.009,0.015,0.0001,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.012,0.0,-714.638487061904
4065,97.11,2.487,0.08,0.096,0.118,0.055,0.0,0.004,0.008,0.017,0.0005,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0022,0.0,0.0,0.0002,0.013,0.0,-714.554535861708
4066,97.15,2.441,0.085,0.095,0.12,0.055,0.001,0.004,0.008,0.015,0.0003,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0001,0.012,0.001,-714.470989170783
4067,97.2,2.384,0.082,0.095,0.122,0.057,0.0,0.004,0.009,0.018,0.0002,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.001,0.0003,0.011,0.001,-714.399976060557
4068,97.26,2.34,0.079,0.093,0.125,0.054,0.0,0.004,0.005,0.016,0.0002,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0002,0.01,0.001,-714.317700990075
4069,97.27,2.309,0.081,0.094,0.13,0.057,0.0,0.004,0.008,0.016,0.0003,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0002,0.01,0.001,-714.235886523344
4070,97.31,2.278,0.076,0.095,0.135,0.056,0.0,0.004,0.008,0.016,0.0001,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.011,0.001,-714.166066386581
4071,97.33,2.245,0.079,0.095,0.139,0.057,0.0,0.004,0.007,0.017,0.0004,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.012,0.002,-714.085079266622
4072,97.37,2.198,0.081,0.093,0.141,0.054,0.0,0.004,0.008,0.017,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.013,0.003,-714.016196646673
4073,97.4,2.167,0.083,0.091,0.146,0.056,0.0,0.004,0.008,0.015,0.0001,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.013,0.003,-713.936293349807
4074,97.41,2.149,0.083,0.092,0.153,0.054,0.0,0.005,0.006,0.016,0.0002,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.013,0.003,-713.8568312046
4075,97.45,2.107,0.085,0.092,0.161,0.053,0.0,0.004,0.004,0.017,0.0002,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.012,0.002,-713.789089638139
4076,97.46,2.088,0.087,0.09,0.163,0.056,0.0,0.004,0.005,0.016,0.0007,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0022,0.0,0.0,0.0004,0.013,0.004,-713.710616444521
4077,97.47,2.075,0.08,0.092,0.168,0.057,0.0,0.003,0.007,0.017,0.0004,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0004,0.013,0.002,-713.643705765037
4078,97.47,2.056,0.083,0.091,0.178,0.055,0.0,0.004,0.008,0.019,0.0003,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.015,0.008,-713.566202536726
4079,97.51,2.0,0.085,0.089,0.188,0.055,0.0,0.004,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0022,0.0,0.002,0.0004,0.015,0.006,-713.489119088524
4080,97.51,1.992,0.085,0.09,0.197,0.058,0.0,0.005,0.008,0.021,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0005,0.015,0.001,-713.42342622413
4081,97.51,1.992,0.084,0.09,0.204,0.055,0.0,0.005,0.009,0.021,0.0001,0.0,0.0,0.0,0.0,0.013,0.0003,0.0,0.0,0.0022,0.0,0.0,0.0004,0.013,0.003,-713.347285896805
4082,97.54,1.954,0.083,0.089,0.215,0.052,0.0,0.005,0.006,0.021,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0022,0.0,0.001,0.0004,0.013,0.007,-713.282321293483
4083,97.55,1.923,0.087,0.089,0.226,0.053,0.0,0.004,0.007,0.022,0.0003,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0022,0.0,0.001,0.0004,0.012,0.008,-713.206979959343
4084,97.52,1.934,0.09,0.09,0.24,0.057,0.0,0.004,0.005,0.023,0.0003,0.0,0.0,0.0,0.0,0.013,0.0001,0.0,0.0,0.0022,0.0,0.001,0.0003,0.011,0.007,-713.13203893555
4085,97.53,1.908,0.09,0.089,0.25,0.053,0.0,0.005,0.007,0.025,0.0002,0.0,0.0,0.0,0.0,0.012,0.0001,0.0,0.0,0.0022,0.0,0.003,0.0005,0.011,0.011,-713.068236366115
4086,97.54,1.882,0.089,0.089,0.26,0.054,0.0,0.004,0.008,0.024,0.0003,0.0,0.0,0.0,0.0,0.013,0.0004,0.0,0.0,0.0022,0.0,0.004,0.0005,0.013,0.014,-712.994196103553
4087,97.54,1.873,0.086,0.089,0.277,0.055,0.0,0.004,0.007,0.026,0.0003,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0022,0.0,0.0,0.0004,0.013,0.013,-712.931148312813
4088,97.54,1.859,0.092,0.088,0.283,0.055,0.0,0.004,0.006,0.027,0.0006,0.0,0.0,0.0,0.0,0.012,0.0001,0.0,0.0,0.0022,0.0,0.002,0.0004,0.014,0.016,-712.857929399687
4089,97.52,1.854,0.099,0.087,0.296,0.054,0.0,0.005,0.005,0.03,0.0003,0.0001,0.0,0.0,0.0,0.01,0.0008,0.0,0.0,0.0022,0.0,0.003,0.0003,0.014,0.015,-712.795621178367
4090,97.52,1.854,0.102,0.087,0.31,0.05,0.0,0.005,0.009,0.025,0.0004,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.012,0.011,-712.723327478112
4091,97.48,1.854,0.102,0.087,0.324,0.052,0.0,0.004,0.007,0.03,0.0004,0.0,0.0,0.0,0.0,0.012,0.0005,0.0,0.0,0.0022,0.0,0.005,0.0004,0.013,0.021,-712.66162342804
4092,97.48,1.841,0.1,0.086,0.338,0.056,0.0,0.004,0.009,0.031,0.0004,0.0,0.0,0.0,0.0,0.012,0.0017,0.0,0.0,0.0022,0.0,0.002,0.0005,0.011,0.02,-712.589998031766
4093,97.49,1.817,0.104,0.086,0.354,0.058,0.0,0.004,0.008,0.029,0.0005,0.0,0.0,0.0,0.0,0.012,0.0006,0.0,0.0,0.0022,0.0,0.0,0.0005,0.011,0.018,-712.529064638892
4094,97.49,1.803,0.103,0.086,0.37,0.054,0.0,0.004,0.007,0.032,0.0004,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0022,0.0,0.003,0.0005,0.012,0.021,-712.458270589575
4095,97.49,1.788,0.104,0.086,0.382,0.051,0.0,0.004,0.004,0.033,0.0006,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.009,0.0004,0.012,0.025,-712.397974098015
4096,97.5,1.768,0.104,0.087,0.397,0.054,0.0,0.004,0.005,0.035,0.0003,0.0,0.0,0.0,0.0,0.011,0.0003,0.0,0.0,0.0022,0.0,0.002,0.0004,0.01,0.024,-712.327935794596
4097,97.48,1.768,0.106,0.088,0.413,0.053,0.0,0.004,0.007,0.034,0.0005,0.0,0.0,0.0,0.0,0.011,0.0009,0.0,0.0,0.0022,0.0,0.0,0.0004,0.01,0.022,-712.268263101717
4098,97.43,1.786,0.114,0.086,0.43,0.05,0.0,0.004,0.007,0.034,0.0005,0.0,0.0,0.0,0.0,0.012,0.0007,0.0,0.0,0.0022,0.0,0.001,0.0004,0.01,0.029,-712.19907923066
4099,97.43,1.772,0.116,0.086,0.441,0.051,0.0,0.004,0.007,0.037,0.0005,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.001,0.0005,0.013,0.028,-712.140073526095
4100,97.41,1.762,0.116,0.086,0.46,0.055,0.0,0.005,0.009,0.038,0.0008,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.003,0.0005,0.012,0.029,-712.071498360607
4101,97.4,1.758,0.114,0.088,0.48,0.052,0.0,0.004,0.008,0.039,0.0009,0.0,0.0,0.0,0.0,0.011,0.0011,0.0,0.0,0.0022,0.0,0.0,0.0004,0.012,0.032,-712.013089350898
4102,97.36,1.771,0.114,0.086,0.497,0.052,0.0,0.004,0.008,0.04,0.0007,0.0,0.0,0.0,0.0,0.01,0.0011,0.0,0.0,0.0022,0.0,0.002,0.0004,0.012,0.036,-711.945278310282
4103,97.31,1.78,0.119,0.086,0.518,0.054,0.0,0.005,0.008,0.04,0.0007,0.0,0.0,0.0,0.0,0.011,0.0001,0.0,0.0,0.0022,0.0,0.013,0.0004,0.012,0.039,-711.887397147221
4104,97.3,1.774,0.119,0.086,0.539,0.051,0.0,0.005,0.007,0.044,0.0007,0.0,0.0,0.0,0.0,0.011,0.0006,0.0,0.0,0.0022,0.0,0.005,0.0003,0.013,0.038,-711.820333316217
4105,97.3,1.759,0.122,0.086,0.552,0.052,0.0,0.005,0.007,0.043,0.0009,0.0,0.0,0.0,0.0,0.011,0.0005,0.0,0.0,0.0021,0.0,0.004,0.0002,0.014,0.041,-711.763078171603
4106,97.28,1.763,0.126,0.085,0.564,0.053,0.0,0.005,0.007,0.044,0.0008,0.0,0.0,0.0,0.0,0.012,0.0003,0.0,0.0,0.0022,0.0,0.004,0.0003,0.01,0.04,-711.696689486466
4107,97.27,1.752,0.126,0.086,0.584,0.052,0.0,0.005,0.007,0.045,0.0006,0.0,0.0,0.0,0.0,0.012,0.0007,0.0,0.0,0.0022,0.0,0.0,0.0003,0.01,0.045,-711.640154408202
4108,97.23,1.751,0.132,0.086,0.605,0.052,0.0,0.005,0.009,0.048,0.0008,0.0,0.0,0.0,0.0,0.011,0.0005,0.0,0.0,0.0022,0.0,0.003,0.0002,0.012,0.051,-711.574424435178
4109,97.21,1.756,0.134,0.087,0.621,0.05,0.0,0.005,0.006,0.052,0.001,0.0,0.0,0.0,0.0,0.01,0.0003,0.0,0.0,0.0022,0.0,0.001,0.0003,0.012,0.047,-711.5183773999
4110,97.19,1.747,0.136,0.088,0.644,0.051,0.0,0.005,0.008,0.052,0.001,0.0,0.0,0.0,0.0,0.011,0.0019,0.0,0.0,0.0022,0.001,0.0,0.0003,0.011,0.051,-711.462572351935
4111,97.18,1.737,0.133,0.089,0.658,0.054,0.0,0.004,0.007,0.049,0.0007,0.0,0.0,0.0,0.0,0.012,0.0001,0.0,0.0,0.0021,0.002,0.002,0.0003,0.011,0.054,-711.397880033818
4112,97.16,1.742,0.138,0.088,0.67,0.052,0.0,0.005,0.006,0.053,0.0011,0.0,0.0,0.0,0.0,0.012,0.0006,0.0,0.0,0.0021,0.0,0.009,0.0003,0.009,0.054,-711.342704017751
4113,97.15,1.733,0.141,0.088,0.687,0.052,0.0,0.005,0.005,0.054,0.0013,0.0001,0.0,0.0,0.0,0.011,0.0003,0.0,0.0,0.0021,0.0,0.012,0.0001,0.008,0.056,-711.278683209842
4114,97.12,1.74,0.143,0.087,0.708,0.054,0.0,0.005,0.005,0.054,0.0013,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.0,0.007,0.0002,0.013,0.05,-711.224016043667
4115,97.15,1.709,0.141,0.086,0.716,0.053,0.0,0.005,0.007,0.052,0.0014,0.0,0.0,0.0,0.0,0.011,0.0002,0.0,0.0,0.0022,0.0,0.002,0.0003,0.012,0.05,-711.160546447265
4116,97.12,1.718,0.144,0.087,0.729,0.05,0.0,0.005,0.007,0.056,0.0014,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0003,0.011,0.055,-711.106479041935
4117,97.07,1.728,0.148,0.088,0.75,0.051,0.0,0.006,0.008,0.061,0.0012,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0022,0.0,0.002,0.0003,0.012,0.058,-711.043751710748
4118,97.05,1.732,0.145,0.089,0.768,0.051,0.0,0.005,0.008,0.06,0.0013,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0022,0.001,0.003,0.0001,0.013,0.062,-710.990216977628
4119,97.02,1.732,0.147,0.09,0.781,0.052,0.001,0.005,0.007,0.063,0.0011,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0021,0.002,0.011,0.0001,0.013,0.064,-710.936845315784
4120,97.0,1.738,0.146,0.088,0.796,0.052,0.001,0.005,0.008,0.062,0.0011,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0021,0.0,0.003,0.0001,0.015,0.07,-710.874943420918
4121,97.02,1.707,0.144,0.088,0.812,0.052,0.0,0.006,0.007,0.064,0.0014,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0021,0.003,0.005,0.0002,0.012,0.068,-710.822186151956
4122,97.01,1.7,0.147,0.089,0.825,0.052,0.0,0.005,0.006,0.066,0.0015,0.0001,0.0,0.0,0.0,0.011,0.0001,0.0,0.0,0.0021,0.001,0.0,0.0001,0.014,0.074,-710.760982756425
4123,96.96,1.716,0.149,0.089,0.845,0.053,0.001,0.006,0.006,0.068,0.0014,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0021,0.0,0.002,0.0002,0.013,0.073,-710.708773245035
4124,96.93,1.723,0.151,0.092,0.857,0.05,0.0,0.005,0.008,0.068,0.0012,0.0,0.0,0.0,0.0,0.01,0.0004,0.0,0.0,0.0021,0.001,0.016,0.0001,0.012,0.07,-710.656712463424
4125,96.94,1.705,0.148,0.089,0.868,0.052,0.001,0.005,0.006,0.071,0.0014,0.0,0.0,0.0,0.0,0.01,0.0019,0.0,0.0,0.0022,0.001,0.009,0.0001,0.011,0.075,-710.596276713371
4126,96.93,1.692,0.153,0.09,0.888,0.052,0.001,0.006,0.005,0.069,0.0014,0.0,0.0,0.0,0.0,0.01,0.0016,0.0,0.0,0.0022,0.0,0.008,0.0002,0.013,0.074,-710.544792814119
4127,96.91,1.703,0.153,0.09,0.902,0.052,0.0,0.005,0.008,0.071,0.0012,0.0,0.0,0.0,0.0,0.011,0.0007,0.0,0.0,0.0022,0.0,0.01,0.0002,0.012,0.071,-710.485061503874
4128,96.89,1.703,0.159,0.088,0.916,0.05,0.0,0.005,0.008,0.071,0.0017,0.0,0.0,0.0,0.0,0.01,0.0002,0.0,0.0,0.0022,0.002,0.001,0.0001,0.01,0.083,-710.434089415219
4129,96.87,1.7,0.162,0.09,0.933,0.049,0.0,0.005,0.007,0.072,0.0017,0.0,0.0,0.0,0.0,0.01,0.0011,0.0,0.0,0.0021,0.006,0.0,0.0002,0.011,0.082,-710.383348662001
4130,96.85,1.709,0.156,0.091,0.945,0.051,0.0,0.006,0.004,0.072,0.0013,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0022,0.003,0.011,0.0001,0.012,0.078,-710.324375289102
4131,96.83,1.701,0.16,0.091,0.95,0.05,0.0,0.006,0.007,0.071,0.0015,0.0,0.0,0.0,0.0,0.011,0.0012,0.0,0.0,0.0022,0.002,0.019,0.0001,0.012,0.081,-710.274029750916
4132,96.82,1.698,0.16,0.092,0.965,0.05,0.0,0.006,0.006,0.072,0.0017,0.0,0.0,0.0,0.0,0.009,0.0012,0.0,0.0,0.0022,0.003,0.012,0.0001,0.011,0.09,-710.215574191076
4133,96.8,1.701,0.164,0.091,0.983,0.052,0.001,0.005,0.005,0.074,0.0018,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0022,0.002,0.014,0.0001,0.011,0.087,-710.165706707499
4134,96.79,1.703,0.163,0.093,0.99,0.052,0.0,0.005,0.007,0.078,0.0015,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0022,0.011,0.002,0.0002,0.01,0.087,-710.116102239314
4135,96.78,1.687,0.169,0.094,1.007,0.051,0.0,0.005,0.009,0.078,0.0013,0.0,0.0,0.0,0.0,0.01,0.0004,0.0,0.0,0.0021,0.0,0.005,0.0,0.011,0.087,-710.05839689455
4136,96.78,1.682,0.172,0.093,1.016,0.051,0.0,0.006,0.009,0.076,0.0015,0.0,0.0,0.0,0.0,0.01,0.0016,0.0,0.0,0.0022,0.003,0.001,0.0,0.01,0.091,-710.009109066984
4137,96.75,1.688,0.172,0.093,1.032,0.052,0.0,0.006,0.009,0.077,0.0013,0.0001,0.0,0.0,0.0,0.009,0.0013,0.0,0.0,0.0021,0.005,0.002,0.0001,0.014,0.087,-709.95193023889
4138,96.72,1.702,0.175,0.093,1.046,0.05,0.0,0.005,0.007,0.077,0.0012,0.0,0.0,0.0,0.0,0.01,0.0009,0.0,0.0,0.0021,0.0,0.001,0.0,0.011,0.094,-709.90327256574
4139,96.72,1.709,0.174,0.095,1.049,0.05,0.0,0.004,0.005,0.075,0.0012,0.0,0.0,0.0,0.0,0.011,0.0004,0.0,0.0,0.0022,0.0,0.0,0.0,0.011,0.089,-709.854767992939
4140,96.71,1.686,0.172,0.094,1.056,0.051,0.0,0.005,0.007,0.077,0.0019,0.0,0.0,0.0,0.0,0.011,0.0002,0.0,0.0,0.0022,0.009,0.009,0.0,0.011,0.093,-709.798420114138
4141,96.69,1.694,0.17,0.093,1.065,0.051,0.001,0.005,0.008,0.08,0.0015,0.0,0.0,0.0,0.0,0.01,0.001,0.0,0.0,0.0021,0.007,0.009,0.0,0.011,0.098,-709.750338190796
4142,96.68,1.683,0.177,0.095,1.073,0.051,0.0,0.005,0.008,0.084,0.0013,0.0,0.0,0.0,0.0,0.012,0.0001,0.0,0.0,0.0022,0.009,0.007,0.0,0.011,0.097,-709.694430096494
4143,96.69,1.679,0.179,0.094,1.085,0.052,0.0,0.005,0.005,0.084,0.0015,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0022,0.01,0.0,0.0,0.011,0.094,-709.646666897849
4144,96.65,1.69,0.177,0.095,1.1,0.051,0.0,0.005,0.006,0.085,0.0012,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0022,0.014,0.002,0.0,0.011,0.1,-709.599133994297
4145,96.67,1.663,0.178,0.097,1.111,0.05,0.0,0.006,0.007,0.084,0.0015,0.0001,0.0,0.0,0.0,0.009,0.0001,0.0,0.0,0.0022,0.006,0.007,0.0001,0.011,0.098,-709.543953709132
4146,96.64,1.673,0.182,0.095,1.126,0.048,0.001,0.006,0.007,0.084,0.0014,0.0,0.0,0.0,0.0,0.01,0.001,0.0,0.0,0.0022,0.0,0.014,0.0,0.011,0.097,-709.496811383373
4147,96.64,1.68,0.18,0.098,1.129,0.052,0.0,0.005,0.007,0.083,0.0017,0.0,0.0,0.0,0.0,0.01,0.0006,0.0,0.0,0.0022,0.001,0.002,0.0,0.011,0.095,-709.442123462359
4148,96.63,1.672,0.18,0.099,1.132,0.053,0.0,0.005,0.005,0.085,0.0016,0.0,0.0,0.0,0.0,0.01,0.0005,0.0,0.0,0.0021,0.002,0.01,0.0,0.011,0.099,-709.395358633091
4149,96.62,1.662,0.181,0.097,1.15,0.05,0.0,0.006,0.008,0.086,0.0017,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0021,0.002,0.007,0.0,0.011,0.107,-709.348719587388
4150,96.6,1.68,0.18,0.098,1.159,0.048,0.0,0.005,0.007,0.087,0.0016,0.0,0.0,0.0,0.0,0.01,0.0011,0.0,0.0,0.0021,0.007,0.002,0.0001,0.009,0.103,-709.294614712062
4151,96.57,1.7,0.184,0.097,1.165,0.052,0.0,0.006,0.006,0.09,0.0017,0.0,0.0,0.0,0.0,0.01,0.0002,0.0,0.0,0.0022,0.007,0.001,0.0001,0.011,0.098,-709.248379256938
4152,96.58,1.674,0.185,0.098,1.177,0.051,0.0,0.005,0.008,0.091,0.0021,0.0,0.0,0.0,0.0,0.011,0.0005,0.0,0.0,0.0021,0.001,0.003,0.0,0.01,0.106,-709.194685756074
4153,96.57,1.666,0.184,0.101,1.184,0.046,0.0,0.005,0.008,0.09,0.0016,0.0,0.0,0.0,0.0,0.009,0.0009,0.0,0.0,0.0022,0.0,0.01,0.0,0.012,0.105,-709.148797004193
4154,96.57,1.662,0.186,0.1,1.195,0.048,0.0,0.006,0.006,0.091,0.0018,0.0,0.0,0.0,0.0,0.009,0.0024,0.0,0.0,0.0022,0.005,0.014,0.0,0.009,0.096,-709.103064198761
4155,96.55,1.669,0.186,0.101,1.206,0.051,0.0,0.005,0.005,0.089,0.0016,0.0,0.0,0.0,0.0,0.009,0.0011,0.0,0.0,0.0022,0.007,0.009,0.0001,0.011,0.102,-709.04990290469
4156,96.51,1.672,0.189,0.101,1.218,0.051,0.0,0.006,0.008,0.092,0.0016,0.0,0.0,0.0,0.0,0.009,0.0019,0.0,0.0,0.0022,0.003,0.009,0.0,0.012,0.11,-709.00449912591
4157,96.5,1.662,0.193,0.101,1.233,0.052,0.0,0.006,0.008,0.091,0.0018,0.0,0.0,0.0,0.0,0.009,0.0004,0.0,0.0,0.0022,0.013,0.007,0.0,0.011,0.106,-708.951628675059
4158,96.5,1.671,0.192,0.102,1.239,0.051,0.001,0.006,0.008,0.091,0.0017,0.0,0.0,0.0,0.0,0.011,0.0012,0.0,0.0,0.0022,0.009,0.002,0.0,0.01,0.099,-708.906542235394
4159,96.49,1.674,0.189,0.105,1.244,0.049,0.0,0.006,0.009,0.09,0.002,0.0,0.0,0.0,0.0,0.011,0.0015,0.0,0.0,0.0021,0.003,0.002,0.0,0.01,0.113,-708.861640885244
4160,96.47,1.664,0.192,0.102,1.248,0.052,0.001,0.007,0.009,0.094,0.0018,0.0001,0.0,0.0,0.0,0.012,0.0002,0.0,0.0,0.0021,0.006,0.015,0.0,0.013,0.115,-708.809425146375
4161,96.46,1.665,0.191,0.102,1.266,0.052,0.001,0.005,0.005,0.093,0.0015,0.0,0.0,0.0,0.0,0.01,0.001,0.0,0.0,0.0021,0.005,0.014,0.0,0.012,0.111,-708.764780722041
4162,96.47,1.667,0.19,0.104,1.264,0.051,0.0,0.005,0.007,0.093,0.0019,0.0,0.0,0.0,0.0,0.009,0.0001,0.0,0.0,0.0022,0.008,0.006,0.0,0.013,0.111,-708.712907744442
4163,96.48,1.647,0.19,0.104,1.267,0.05,0.001,0.006,0.007,0.096,0.0017,0.0,0.0,0.0,0.0,0.009,0.0002,0.0,0.0,0.0022,0.008,0.015,0.0,0.012,0.109,-708.668593822268
4164,96.44,1.668,0.191,0.105,1.281,0.048,0.0,0.005,0.007,0.094,0.0018,0.0,0.0,0.0,0.0,0.01,0.0018,0.0,0.0,0.0022,0.012,0.008,0.0,0.012,0.112,-708.62436690499
4165,96.45,1.646,0.189,0.104,1.282,0.052,0.0,0.005,0.009,0.096,0.0016,0.0,0.0,0.0,0.0,0.011,0.0006,0.0,0.0,0.0022,0.011,0.012,0.0,0.011,0.116,-708.572929085382
4166,96.44,1.654,0.191,0.105,1.288,0.053,0.001,0.006,0.006,0.1,0.0017,0.0,0.0,0.0,0.0,0.012,0.0005,0.0,0.0,0.0021,0.004,0.01,0.0,0.011,0.112,-708.529015979462
4167,96.42,1.669,0.19,0.106,1.297,0.051,0.0,0.006,0.008,0.1,0.0016,0.0,0.0,0.0,0.0,0.011,0.0016,0.0,0.0,0.0022,0.008,0.004,0.0,0.011,0.112,-708.477930583072
4168,96.4,1.664,0.194,0.107,1.306,0.049,0.0,0.005,0.008,0.101,0.0014,0.0,0.0,0.0,0.0,0.01,0.0017,0.0,0.0,0.0022,0.01,0.005,0.0,0.012,0.122,-708.4342779942
4169,96.4,1.648,0.197,0.11,1.306,0.051,0.001,0.006,0.007,0.102,0.0016,0.0001,0.0,0.0,0.0,0.011,0.0005,0.0,0.0,0.0022,0.006,0.021,0.0,0.011,0.124,-708.390700532996
4170,96.39,1.656,0.198,0.108,1.321,0.052,0.0,0.005,0.006,0.102,0.0018,0.0,0.0,0.0,0.0,0.01,0.0012,0.0,0.0,0.0022,0.008,0.014,0.0,0.011,0.115,-708.340046049502
4171,96.42,1.65,0.196,0.108,1.318,0.051,0.0,0.006,0.005,0.101,0.0018,0.0,0.0,0.0,0.0,0.01,0.0015,0.0,0.0,0.0022,0.001,0.002,0.0,0.01,0.115,-708.296796148427
4172,96.39,1.657,0.195,0.109,1.328,0.051,0.001,0.005,0.007,0.099,0.0018,0.0,0.0,0.0,0.0,0.01,0.0029,0.0,0.0,0.0022,0.008,0.005,0.0,0.01,0.118,-708.246462093034
4173,96.36,1.668,0.201,0.11,1.338,0.05,0.0,0.004,0.006,0.1,0.0018,0.0001,0.0,0.0,0.0,0.009,0.0008,0.0,0.0,0.0022,0.013,0.009,0.0,0.011,0.116,-708.203446023892
4174,96.36,1.653,0.199,0.112,1.352,0.053,0.0,0.005,0.008,0.101,0.0019,0.0,0.0,0.0,0.0,0.01,0.0004,0.0,0.0,0.0021,0.006,0.01,0.0,0.012,0.116,-708.160534370354
4175,96.37,1.642,0.201,0.112,1.353,0.055,0.0,0.005,0.007,0.104,0.0017,0.0,0.0,0.0,0.0,0.009,0.0009,0.0,0.0,0.0021,0.003,0.003,0.0,0.011,0.115,-708.110627027241
4176,96.35,1.649,0.201,0.112,1.352,0.053,0.0,0.005,0.008,0.103,0.0018,0.0,0.0,0.0,0.0,0.01,0.0013,0.0,0.0,0.0021,0.007,0.01,0.0,0.012,0.118,-708.067893400706
4177,96.37,1.62,0.2,0.114,1.354,0.051,0.0,0.005,0.008,0.103,0.0015,0.0001,0.0,0.0,0.0,0.01,0.0022,0.0,0.0,0.0021,0.014,0.015,0.0,0.013,0.121,-708.018194731039
4178,96.38,1.63,0.199,0.114,1.352,0.053,0.0,0.005,0.005,0.101,0.0015,0.0,0.0,0.0,0.0,0.009,0.0003,0.0,0.0,0.0021,0.013,0.005,0.0,0.009,0.122,-707.975751141304
4179,96.35,1.652,0.204,0.112,1.356,0.053,0.001,0.005,0.008,0.101,0.0014,0.0,0.0,0.0,0.0,0.009,0.0009,0.0,0.0,0.0021,0.016,0.004,0.0,0.011,0.117,-707.933319560329
